date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean,wind_speed_10m_max,et0_fao_evapotranspiration
2015-01-01,-3.6,-16.5,-10.2,0.0,66,8.9,0.62
2015-01-02,2.9,-7.8,-3.0,0.0,60,8.7,0.72
2015-01-03,6.0,-4.8,0.1,0.0,75,17.2,0.9
2015-01-04,7.6,-2.0,2.1,1.8,72,24.0,0.79
2015-01-05,1.1,-3.6,-1.1,0.0,71,18.2,0.85
2015-01-06,-0.3,-7.2,-4.1,0.0,70,15.0,0.74
2015-01-07,-3.7,-7.1,-4.7,0.0,61,14.7,0.77
2015-01-08,-1.5,-6.4,-4.3,0.0,52,4.7,0.73
2015-01-09,5.2,-5.7,-1.0,0.0,65,10.2,0.79
2015-01-10,9.1,-2.6,3.9,2.8,80,15.9,0.72
2015-01-11,14.9,0.7,6.0,0.0,84,9.4,1.1
2015-01-12,4.3,-1.8,2.0,1.0,74,20.1,0.88
2015-01-13,8.4,-3.4,1.4,0.0,70,8.3,0.99
2015-01-14,10.6,-2.2,2.5,0.0,67,5.8,1.06
2015-01-15,8.8,-2.1,1.8,0.0,62,18.0,1.32
2015-01-16,7.8,-2.9,1.4,0.0,69,6.9,1.04
2015-01-17,8.2,-2.1,1.6,0.0,74,6.0,1.01
2015-01-18,10.4,-1.5,2.9,0.0,78,7.1,0.94
2015-01-19,10.2,0.0,3.9,0.2,91,5.1,0.86
2015-01-20,10.6,0.3,4.5,0.4,91,4.7,0.84
2015-01-21,9.9,3.2,6.3,0.0,92,6.3,0.69
2015-01-22,9.6,4.3,6.5,0.0,94,8.4,0.65
2015-01-23,12.1,5.0,8.6,3.0,91,18.3,0.88
2015-01-24,8.6,4.7,7.4,12.9,97,13.4,0.37
2015-01-25,6.0,4.0,5.2,4.5,93,7.6,0.31
2015-01-26,7.0,2.1,4.1,0.0,81,7.6,0.68
2015-01-27,4.3,2.7,3.3,3.4,91,9.7,0.38
2015-01-28,7.3,0.1,3.5,0.0,81,6.6,0.87
2015-01-29,6.2,0.0,2.5,0.0,86,6.1,0.77
2015-01-30,8.4,1.3,4.1,0.0,90,13.8,0.75
2015-01-31,11.5,2.4,6.8,7.3,78,11.9,1.32
2015-02-01,9.4,2.5,5.0,21.7,93,8.4,0.85
2015-02-02,10.7,1.1,5.1,0.0,77,7.9,1.32
2015-02-03,7.1,-0.1,2.9,0.1,68,12.6,1.25
2015-02-04,5.9,-1.1,2.0,0.0,75,8.6,0.76
2015-02-05,11.0,-0.7,4.2,0.0,84,9.3,1.19
2015-02-06,8.3,2.9,6.1,14.2,97,20.5,0.32
2015-02-07,3.6,-1.4,1.7,4.5,84,7.7,0.85
2015-02-08,4.2,-6.7,-0.7,0.0,79,13.6,0.95
2015-02-09,1.6,-5.3,-1.7,0.3,72,10.8,0.8
2015-02-10,-0.8,-10.5,-5.5,0.0,69,16.5,0.86
2015-02-11,-1.1,-7.1,-4.2,0.0,62,14.8,0.96
2015-02-12,2.8,-6.1,-2.3,0.0,67,7.4,1.02
2015-02-13,8.4,-2.8,1.4,0.0,64,8.6,1.52
2015-02-14,8.4,-2.0,2.3,0.0,63,7.2,1.51
2015-02-15,6.9,-0.7,2.5,0.0,77,7.6,1.2
2015-02-16,5.8,0.7,2.6,0.5,85,7.6,0.84
2015-02-17,0.5,-6.4,-1.9,1.6,64,12.8,0.99
2015-02-18,0.6,-7.3,-4.1,0.0,44,17.5,1.47
2015-02-19,7.7,-5.3,0.2,0.0,44,13.3,1.94
2015-02-20,11.1,-0.8,4.0,0.0,53,8.4,1.74
2015-02-21,8.1,-0.9,3.1,0.0,72,7.9,1.59
2015-02-22,7.7,-0.3,3.3,0.3,87,9.4,0.93
2015-02-23,9.6,4.4,6.3,2.6,96,10.0,0.59
2015-02-24,11.3,4.2,7.5,0.6,90,7.1,1.09
2015-02-25,10.2,6.3,7.8,1.9,92,12.0,0.84
2015-02-26,12.2,5.7,8.0,0.0,85,7.1,1.72
2015-02-27,11.3,3.9,7.3,4.3,89,12.4,1.09
2015-02-28,13.1,3.4,7.8,1.6,85,7.2,1.59
2015-03-01,10.4,3.8,6.9,0.0,88,9.2,1.02
2015-03-02,13.8,3.3,8.2,0.0,83,7.6,1.89
2015-03-03,11.9,5.0,8.4,2.3,68,22.2,2.34
2015-03-04,9.7,-1.4,4.2,0.0,55,10.9,2.34
2015-03-05,4.2,1.5,2.7,4.4,73,14.9,0.86
2015-03-06,4.3,0.4,2.7,16.6,89,13.6,0.58
2015-03-07,1.1,-0.2,0.4,34.8,94,8.3,0.4
2015-03-08,3.0,-1.0,0.8,6.1,89,7.2,0.92
2015-03-09,4.0,-2.6,1.0,2.5,87,6.0,1.28
2015-03-10,5.8,-2.1,1.5,0.0,82,6.8,1.31
2015-03-11,7.6,-5.4,1.8,0.0,81,5.6,1.67
2015-03-12,8.0,0.4,4.1,0.4,78,5.2,1.34
2015-03-13,7.2,-0.0,3.9,1.1,83,6.9,1.72
2015-03-14,6.1,-1.5,2.6,5.7,92,6.5,0.8
2015-03-15,9.5,1.1,5.1,0.0,83,6.4,1.1
2015-03-16,10.5,5.1,6.7,0.0,80,6.2,1.43
2015-03-17,11.3,-0.2,5.4,0.2,67,13.4,2.5
2015-03-18,7.2,0.2,3.3,0.7,58,11.5,1.97
2015-03-19,5.1,-0.1,2.2,4.6,69,5.7,1.2
2015-03-20,5.4,-0.4,2.0,2.7,73,14.2,1.62
2015-03-21,11.8,-2.6,4.8,0.0,56,10.9,2.62
2015-03-22,13.9,-1.6,6.2,0.0,59,5.4,2.78
2015-03-23,11.5,2.5,6.7,1.4,82,12.6,1.72
2015-03-24,10.6,2.5,5.6,0.0,86,10.1,1.52
2015-03-25,11.7,2.4,6.7,0.0,81,11.5,1.75
2015-03-26,15.5,1.1,9.1,0.0,82,8.1,2.51
2015-03-27,13.7,8.8,10.7,8.8,93,11.6,1.2
2015-03-28,12.4,8.1,10.6,4.8,90,10.8,1.2
2015-03-29,10.6,5.6,7.7,5.4,81,13.2,1.17
2015-03-30,16.2,2.3,9.3,0.0,73,6.8,2.81
2015-03-31,15.1,7.8,11.0,1.3,64,17.3,3.08
2015-04-01,13.9,3.8,9.0,0.3,63,12.2,2.31
2015-04-02,11.2,3.4,7.4,0.0,52,20.8,3.0
2015-04-03,8.6,1.0,5.5,0.0,49,22.4,2.52
2015-04-04,10.9,-0.3,5.5,0.0,53,12.8,2.95
2015-04-05,10.5,2.4,6.6,0.2,68,9.4,2.02
2015-04-06,10.0,4.1,6.6,10.6,84,15.4,1.6
2015-04-07,7.7,2.8,4.9,3.0,74,11.2,1.58
2015-04-08,9.2,-2.1,4.2,1.1,73,10.5,2.3
2015-04-09,9.7,1.5,5.6,0.6,73,18.7,1.7
2015-04-10,13.9,-0.9,7.5,0.0,57,7.2,3.34
2015-04-11,18.4,-0.6,10.0,0.0,55,6.2,3.8
2015-04-12,20.0,2.9,12.0,0.1,58,6.7,3.72
2015-04-13,20.1,5.2,12.8,2.6,68,7.6,3.41
2015-04-14,17.1,5.8,11.8,0.6,64,18.6,3.22
2015-04-15,17.0,4.7,11.1,0.0,59,9.4,3.61
2015-04-16,21.9,4.8,14.1,0.0,63,5.8,4.02
2015-04-17,23.2,8.0,16.6,0.0,62,7.5,4.17
2015-04-18,20.6,9.0,14.5,4.4,69,12.3,3.46
2015-04-19,12.4,5.0,9.5,0.0,64,12.5,2.05
2015-04-20,15.3,1.4,8.7,0.0,61,18.3,3.73
2015-04-21,12.6,5.8,9.1,3.1,59,14.4,3.19
2015-04-22,13.1,3.2,8.5,4.0,68,13.0,2.97
2015-04-23,16.6,2.2,9.4,0.0,63,8.7,3.67
2015-04-24,19.1,4.1,12.3,0.0,66,8.6,3.57
2015-04-25,18.6,6.7,12.5,6.7,78,6.8,2.94
2015-04-26,20.2,5.0,13.6,0.4,71,7.9,4.05
2015-04-27,21.9,8.2,16.0,0.4,62,9.3,4.35
2015-04-28,20.8,11.0,16.1,1.5,68,18.0,3.63
2015-04-29,17.7,8.6,13.3,2.4,73,15.2,3.1
2015-04-30,16.7,6.9,12.8,0.0,72,9.0,2.78
2015-05-01,20.0,8.8,15.1,1.6,73,7.9,3.55
2015-05-02,18.5,11.8,14.6,3.7,80,7.6,1.72
2015-05-03,22.2,9.6,16.2,0.0,67,14.2,4.24
2015-05-04,22.5,12.3,17.9,0.0,67,7.3,3.4
2015-05-05,25.5,12.1,19.5,5.6,74,6.1,4.01
2015-05-06,27.5,13.2,20.9,0.0,76,8.2,4.68
2015-05-07,24.8,14.7,19.9,10.6,80,11.8,3.35
2015-05-08,20.7,11.8,17.0,0.7,79,7.8,3.05
2015-05-09,19.3,11.9,15.8,8.6,79,7.9,3.07
2015-05-10,18.8,10.9,14.8,13.5,84,4.9,2.76
2015-05-11,16.2,11.4,13.4,17.7,85,11.3,1.89
2015-05-12,19.4,8.2,14.0,1.2,79,7.6,3.66
2015-05-13,22.5,7.6,16.0,0.0,67,5.4,4.39
2015-05-14,24.8,9.9,17.7,2.6,67,7.4,4.7
2015-05-15,24.7,11.9,19.2,1.0,74,8.0,4.61
2015-05-16,27.1,14.9,21.2,0.4,73,5.9,3.81
2015-05-17,23.6,14.8,19.4,3.1,84,9.4,3.44
2015-05-18,24.7,13.5,19.2,1.6,81,10.0,3.97
2015-05-19,24.9,14.7,19.7,0.0,69,11.5,4.82
2015-05-20,25.1,11.8,19.9,0.5,63,8.7,4.54
2015-05-21,26.4,13.0,20.6,0.0,63,6.5,5.27
2015-05-22,26.9,15.2,21.5,0.5,56,10.1,5.03
2015-05-23,25.5,14.4,20.6,0.0,65,13.0,5.08
2015-05-24,25.1,16.5,20.8,0.0,63,13.0,4.99
2015-05-25,23.2,14.1,18.3,3.8,75,10.0,3.83
2015-05-26,22.6,10.8,17.2,0.0,70,5.8,4.32
2015-05-27,21.4,11.6,17.1,3.3,71,12.6,3.84
2015-05-28,18.5,11.3,14.8,0.0,63,15.8,3.67
2015-05-29,17.5,11.1,14.4,0.0,66,11.2,2.44
2015-05-30,22.4,9.2,16.3,0.0,62,6.9,4.16
2015-05-31,22.7,12.1,18.2,0.0,58,5.6,4.16
2015-06-01,23.2,13.3,19.2,0.0,56,10.0,4.67
2015-06-02,24.7,11.2,19.2,0.0,57,10.4,5.06
2015-06-03,25.5,12.2,20.4,1.1,57,8.3,4.92
2015-06-04,25.9,13.7,20.3,9.2,71,8.7,4.46
2015-06-05,22.9,15.7,19.1,6.3,83,7.8,3.11
2015-06-06,24.8,14.6,19.9,0.0,68,11.1,4.78
2015-06-07,24.8,14.2,20.3,0.0,58,13.0,5.33
2015-06-08,24.5,13.9,20.0,0.0,57,6.9,4.98
2015-06-09,24.7,14.0,20.0,0.3,59,7.9,4.05
2015-06-10,24.1,14.7,19.6,5.3,72,9.2,3.68
2015-06-11,23.1,14.8,19.6,6.9,80,7.9,3.59
2015-06-12,26.0,13.8,20.8,1.9,71,7.5,4.82
2015-06-13,28.2,15.8,22.7,1.6,60,6.1,5.33
2015-06-14,30.0,14.9,23.4,1.9,65,6.1,5.4
2015-06-15,30.5,16.4,23.9,2.9,66,10.0,5.29
2015-06-16,25.4,18.2,22.1,9.3,71,15.1,4.25
2015-06-17,26.3,15.3,20.4,6.8,75,9.9,4.48
2015-06-18,17.9,15.2,17.0,30.0,90,7.1,1.37
2015-06-19,21.8,13.6,17.5,4.8,80,5.1,3.26
2015-06-20,23.1,12.3,18.4,3.6,78,8.1,4.03
2015-06-21,16.8,12.5,15.7,15.2,85,11.5,1.62
2015-06-22,20.2,9.1,15.5,0.4,71,6.7,3.56
2015-06-23,22.9,10.2,17.6,0.0,68,7.9,4.79
2015-06-24,25.8,12.0,20.3,0.0,65,5.0,4.56
2015-06-25,21.6,15.3,18.1,8.7,70,16.6,4.39
2015-06-26,20.2,11.4,16.0,1.0,68,14.7,3.86
2015-06-27,21.0,11.2,16.0,2.4,81,7.4,2.69
2015-06-28,23.0,12.5,18.2,7.5,80,8.2,3.63
2015-06-29,22.3,13.7,18.3,17.2,84,5.6,3.13
2015-06-30,21.9,13.8,18.1,16.2,86,6.1,3.14
2015-07-01,22.9,13.0,18.3,0.5,83,5.8,3.81
2015-07-02,25.5,13.1,20.2,0.0,76,7.4,4.51
2015-07-03,24.4,15.9,20.6,1.6,73,7.2,4.29
2015-07-04,23.8,15.1,19.5,5.8,77,9.5,3.87
2015-07-05,25.4,13.7,20.6,0.4,71,6.0,4.51
2015-07-06,28.5,15.0,23.0,0.3,66,7.1,4.87
2015-07-07,30.6,15.8,24.4,0.0,63,7.6,5.37
2015-07-08,30.0,19.1,25.1,0.0,58,11.0,6.08
2015-07-09,30.3,18.5,24.6,0.0,62,8.7,5.47
2015-07-10,25.8,18.7,22.5,0.0,68,15.1,4.73
2015-07-11,25.2,13.7,19.9,0.0,61,13.0,5.55
2015-07-12,27.1,13.6,21.0,0.0,60,8.4,5.37
2015-07-13,28.2,15.9,22.7,0.3,64,5.8,4.83
2015-07-14,26.0,16.8,21.6,1.5,68,14.8,3.99
2015-07-15,27.8,15.0,22.0,0.0,66,13.0,4.69
2015-07-16,29.5,16.7,23.9,0.0,63,7.9,5.18
2015-07-17,29.0,18.6,23.9,0.0,66,8.7,5.08
2015-07-18,30.4,17.7,24.8,0.0,60,7.7,5.36
2015-07-19,30.6,18.7,25.6,0.0,56,10.0,5.91
2015-07-20,31.7,18.1,25.8,0.0,54,7.6,5.42
2015-07-21,31.0,19.9,26.2,3.9,68,7.7,4.91
2015-07-22,29.9,21.4,25.2,0.0,69,9.7,5.27
2015-07-23,29.5,17.8,23.9,0.0,55,11.2,5.89
2015-07-24,29.3,18.6,24.1,0.0,61,9.2,5.41
2015-07-25,30.7,18.2,25.3,0.0,55,7.0,5.22
2015-07-26,32.5,18.4,26.0,0.0,54,7.0,5.65
2015-07-27,31.0,18.8,25.5,0.0,62,8.7,5.05
2015-07-28,30.4,20.4,26.1,0.3,63,6.3,4.5
2015-07-29,32.1,21.8,27.0,0.0,66,9.4,5.17
2015-07-30,33.1,21.3,27.4,0.3,63,9.7,5.21
2015-07-31,30.1,22.2,25.8,7.1,70,6.8,4.37
2015-08-01,28.4,18.9,24.0,1.2,71,10.5,4.56
2015-08-02,28.7,19.5,23.7,0.0,68,11.4,4.3
2015-08-03,30.0,18.4,24.0,0.0,66,9.8,5.25
2015-08-04,31.0,18.7,25.5,0.0,57,7.6,5.5
2015-08-05,29.4,19.5,24.2,8.0,70,9.7,4.14
2015-08-06,30.1,19.7,24.9,1.6,70,10.1,4.49
2015-08-07,30.6,19.0,25.1,0.2,59,12.5,5.35
2015-08-08,28.7,17.9,24.2,0.0,52,11.6,5.38
2015-08-09,28.5,17.2,23.8,0.0,55,7.4,4.52
2015-08-10,29.5,18.3,24.5,0.0,57,5.9,4.53
2015-08-11,30.0,17.3,24.3,0.0,57,6.7,4.39
2015-08-12,31.1,18.5,25.0,0.1,57,6.3,4.35
2015-08-13,30.6,19.4,25.4,1.5,58,6.2,4.56
2015-08-14,30.1,18.8,24.8,3.0,61,6.8,4.19
2015-08-15,30.6,19.3,25.8,0.3,56,5.5,4.9
2015-08-16,31.7,20.8,26.4,0.1,53,12.5,5.1
2015-08-17,26.5,21.3,23.5,3.1,64,7.3,2.96
2015-08-18,28.2,16.6,23.0,0.0,65,5.4,4.22
2015-08-19,27.0,17.4,22.7,0.8,69,7.9,3.96
2015-08-20,24.7,18.6,21.1,17.4,84,10.1,2.51
2015-08-21,22.5,16.6,19.3,1.4,81,6.6,2.49
2015-08-22,20.7,16.2,17.9,7.4,85,6.5,1.72
2015-08-23,22.3,16.2,18.9,0.8,75,4.7,2.95
2015-08-24,23.5,14.1,19.8,0.1,71,6.0,3.45
2015-08-25,25.7,13.8,20.7,0.0,64,10.3,4.43
2015-08-26,26.8,15.0,21.9,0.0,54,7.6,4.64
2015-08-27,26.9,13.9,21.4,0.0,59,8.3,4.72
2015-08-28,28.0,13.3,21.8,0.0,53,7.9,4.7
2015-08-29,29.7,14.2,22.9,0.0,55,5.4,4.62
2015-08-30,30.2,16.4,23.9,0.0,63,8.7,4.18
2015-08-31,30.2,18.8,24.6,0.0,65,10.0,4.6
2015-09-01,29.9,15.8,23.6,0.0,59,10.4,4.84
2015-09-02,32.1,15.3,24.7,0.0,53,7.9,4.87
2015-09-03,32.2,17.0,25.0,0.0,57,6.3,4.38
2015-09-04,32.6,18.8,25.6,0.0,49,8.4,4.74
2015-09-05,32.9,18.7,26.9,0.0,53,9.5,4.65
2015-09-06,30.0,20.0,24.9,0.2,61,13.8,4.2
2015-09-07,23.1,17.2,20.0,1.0,60,8.2,3.0
2015-09-08,21.0,14.6,17.4,0.0,58,7.8,2.53
2015-09-09,20.8,10.9,16.6,0.0,62,9.0,2.84
2015-09-10,17.8,15.5,16.6,20.3,92,16.2,0.67
2015-09-11,21.9,17.3,19.1,14.5,94,8.9,1.47
2015-09-12,20.1,15.6,17.4,18.7,83,10.0,2.07
2015-09-13,21.4,12.6,17.3,0.0,78,7.9,2.62
2015-09-14,22.3,14.3,18.0,0.0,77,7.4,3.06
2015-09-15,24.3,12.2,18.5,0.0,78,7.7,3.44
2015-09-16,24.5,13.1,18.8,0.0,79,6.9,3.33
2015-09-17,27.7,13.9,21.1,0.0,76,6.1,3.7
2015-09-18,30.4,16.4,23.8,0.0,71,5.8,3.81
2015-09-19,28.5,18.7,23.3,0.0,75,7.3,3.44
2015-09-20,26.0,17.5,21.3,0.0,80,6.6,3.15
2015-09-21,23.6,16.1,19.7,0.1,78,8.1,2.62
2015-09-22,22.8,16.3,19.1,0.4,81,8.2,2.21
2015-09-23,23.5,14.3,18.8,0.0,78,6.3,2.57
2015-09-24,23.0,14.9,18.6,1.7,83,8.3,2.01
2015-09-25,23.5,14.7,19.0,0.0,80,9.1,2.73
2015-09-26,22.3,14.9,18.7,3.0,85,6.8,1.67
2015-09-27,20.1,16.0,17.5,28.0,95,7.2,0.95
2015-09-28,16.0,14.1,15.2,23.6,93,7.3,0.57
2015-09-29,13.9,12.1,13.0,0.0,80,7.7,0.83
2015-09-30,15.2,10.5,12.7,0.0,70,6.6,1.57
2015-10-01,16.1,7.3,12.0,0.0,75,4.5,1.56
2015-10-02,16.7,11.4,13.8,0.0,75,4.9,1.53
2015-10-03,19.0,7.9,13.7,0.0,80,5.1,2.55
2015-10-04,21.2,8.8,15.0,0.0,81,4.8,2.33
2015-10-05,22.7,10.8,16.2,3.2,85,4.6,2.36
2015-10-06,20.3,12.1,15.8,1.7,83,8.3,2.13
2015-10-07,19.4,10.3,14.9,0.1,80,9.5,2.03
2015-10-08,14.7,10.7,12.4,11.8,94,11.9,0.46
2015-10-09,15.1,9.9,12.1,5.4,85,5.8,1.06
2015-10-10,13.4,10.3,11.8,11.7,97,14.4,0.53
2015-10-11,17.0,12.1,14.0,6.2,95,13.0,0.75
2015-10-12,15.2,10.5,12.8,3.0,90,8.9,0.69
2015-10-13,15.3,8.2,11.2,0.0,79,7.3,1.62
2015-10-14,14.2,7.6,10.2,0.3,87,5.7,1.42
2015-10-15,15.4,8.2,11.4,0.0,89,9.2,1.26
2015-10-16,14.1,9.7,11.6,1.7,88,9.4,1.07
2015-10-17,16.1,10.8,12.7,0.4,90,10.1,1.19
2015-10-18,18.1,8.9,13.1,0.0,89,6.0,1.65
2015-10-19,18.2,9.9,13.4,0.0,87,8.1,1.76
2015-10-20,19.7,9.0,14.1,0.8,85,7.9,1.83
2015-10-21,13.5,9.9,11.6,3.8,79,10.1,1.09
2015-10-22,9.8,8.8,9.4,18.2,87,10.0,0.46
2015-10-23,10.2,7.6,9.0,18.7,87,7.9,0.55
2015-10-24,13.7,6.3,9.6,0.0,79,5.4,1.25
2015-10-25,15.0,3.4,9.2,0.0,76,5.0,1.75
2015-10-26,16.6,3.1,9.3,0.0,73,7.4,1.75
2015-10-27,13.7,4.2,9.0,0.0,82,6.5,1.4
2015-10-28,11.1,7.2,8.7,0.0,84,5.8,0.99
2015-10-29,11.4,1.4,6.7,0.0,76,7.4,1.53
2015-10-30,12.5,4.8,8.5,0.0,82,6.4,1.22
2015-10-31,10.6,7.1,8.7,0.1,79,10.1,1.12
2015-11-01,10.1,3.5,6.5,0.0,76,5.5,1.11
2015-11-02,13.7,-0.3,5.8,0.0,74,7.1,1.55
2015-11-03,17.7,1.0,8.3,0.0,60,7.6,1.78
2015-11-04,17.1,2.0,8.5,0.0,58,5.5,1.71
2015-11-05,17.0,2.1,8.4,0.0,64,6.0,1.64
2015-11-06,16.1,2.1,8.0,0.0,77,7.7,1.54
2015-11-07,15.1,2.0,7.4,0.0,79,7.4,1.53
2015-11-08,15.8,2.8,8.8,0.0,78,9.6,1.42
2015-11-09,19.0,7.9,12.1,0.0,74,13.2,1.87
2015-11-10,17.9,8.9,13.1,0.0,73,16.5,1.64
2015-11-11,20.6,9.0,13.8,0.0,75,14.6,1.79
2015-11-12,20.1,8.0,13.3,0.0,82,7.4,1.49
2015-11-13,19.1,6.9,12.3,0.0,79,8.1,1.51
2015-11-14,19.0,5.8,11.8,0.0,79,9.2,1.53
2015-11-15,14.4,3.9,9.0,0.0,67,7.7,1.3
2015-11-16,17.7,5.3,11.1,0.0,71,18.1,1.66
2015-11-17,14.9,6.9,10.0,0.0,88,6.3,0.89
2015-11-18,19.2,4.3,10.3,0.0,78,9.2,1.47
2015-11-19,19.2,5.9,11.4,0.0,64,10.8,1.65
2015-11-20,17.8,2.7,10.0,0.0,63,7.1,1.42
2015-11-21,14.8,6.1,10.4,0.0,70,9.1,1.09
2015-11-22,17.5,10.1,12.7,0.2,87,10.8,1.01
2015-11-23,14.1,9.6,11.5,7.1,89,9.5,0.86
2015-11-24,11.1,8.4,9.7,2.2,92,9.0,0.48
2015-11-25,11.6,7.4,8.9,1.5,92,10.0,0.55
2015-11-26,12.4,7.1,9.2,29.8,87,13.7,0.88
2015-11-27,7.2,5.6,6.5,15.5,90,12.4,0.26
2015-11-28,10.4,5.0,8.2,0.9,90,9.4,0.63
2015-11-29,7.8,3.6,5.2,0.0,67,21.7,1.23
2015-11-30,11.5,-0.2,4.9,0.0,65,12.7,1.27
2015-12-01,14.0,2.2,7.6,0.0,64,15.0,1.42
2015-12-02,11.0,7.7,8.9,1.3,72,18.8,1.28
2015-12-03,11.6,6.6,9.2,0.3,84,8.7,0.51
2015-12-04,10.2,2.9,6.2,0.0,94,5.2,0.72
2015-12-05,11.3,3.0,6.9,0.0,89,4.2,0.83
2015-12-06,12.9,0.0,5.3,0.0,82,6.8,0.97
2015-12-07,14.3,0.8,5.7,0.0,75,8.9,1.09
2015-12-08,10.6,2.4,5.7,0.0,85,8.1,0.79
2015-12-09,7.0,3.7,5.2,0.0,89,5.1,0.5
2015-12-10,6.7,2.0,4.2,0.0,86,5.5,0.54
2015-12-11,5.2,2.1,3.4,0.0,78,4.8,0.46
2015-12-12,8.3,-2.0,2.2,0.0,80,8.4,0.83
2015-12-13,9.2,-0.6,2.7,0.0,79,7.8,0.86
2015-12-14,11.6,-0.9,3.3,0.0,80,9.2,0.92
2015-12-15,4.8,0.6,2.5,0.0,95,7.2,0.4
2015-12-16,5.5,0.1,2.4,0.5,89,4.7,0.46
2015-12-17,5.1,1.0,2.6,0.0,83,5.0,0.5
2015-12-18,8.1,-1.6,2.7,0.0,73,6.5,0.83
2015-12-19,9.4,0.0,3.5,0.0,83,6.7,0.74
2015-12-20,10.0,-0.8,3.1,0.0,87,6.6,0.82
2015-12-21,11.3,-0.5,3.4,0.0,84,6.6,0.88
2015-12-22,13.1,0.1,4.9,0.0,79,11.0,1.0
2015-12-23,14.4,1.1,6.1,0.0,84,8.4,0.92
2015-12-24,14.2,1.5,6.0,0.0,85,7.6,0.95
2015-12-25,12.0,0.1,4.7,0.0,89,8.4,0.87
2015-12-26,11.0,-0.5,4.0,0.0,86,8.0,0.85
2015-12-27,14.4,0.5,5.3,0.0,84,8.3,0.96
2015-12-28,14.8,0.9,5.9,0.0,79,8.5,1.03
2015-12-29,9.6,0.9,4.9,1.1,80,9.0,0.79
2015-12-30,3.4,-4.7,-0.2,4.4,77,8.0,0.57
2015-12-31,-3.1,-7.1,-5.1,0.0,47,11.2,0.84
2016-01-01,1.6,-8.2,-4.3,0.0,41,7.0,0.94
2016-01-02,-0.1,-6.1,-3.7,0.0,50,8.6,0.84
2016-01-03,-4.6,-7.2,-5.9,10.6,78,11.2,0.28
2016-01-04,-2.5,-7.3,-5.2,6.4,89,8.1,0.36
2016-01-05,6.7,-5.8,-1.5,3.0,87,9.9,0.76
2016-01-06,4.2,-0.5,1.9,6.6,96,6.0,0.39
2016-01-07,5.3,1.4,3.0,6.4,90,14.7,0.54
2016-01-08,7.3,-1.7,2.2,0.0,73,16.5,1.06
2016-01-09,8.8,-3.6,1.7,0.0,69,7.9,0.91
2016-01-10,11.0,-1.3,3.8,1.6,83,5.6,0.93
2016-01-11,13.0,0.5,5.5,0.0,87,7.4,1.0
2016-01-12,12.3,1.6,6.0,1.2,88,7.8,0.91
2016-01-13,10.7,-0.9,3.4,0.1,82,9.5,0.96
2016-01-14,8.9,-1.6,3.3,0.6,73,15.9,1.11
2016-01-15,6.3,0.6,2.7,0.3,77,6.4,0.61
2016-01-16,4.2,-0.5,2.2,23.3,95,7.7,0.28
2016-01-17,-0.9,-5.6,-2.3,17.4,86,12.1,0.48
2016-01-18,-2.0,-7.8,-5.4,0.0,82,12.6,0.5
2016-01-19,-1.8,-15.8,-8.8,0.0,75,8.4,0.65
2016-01-20,-0.8,-17.4,-9.2,0.0,71,5.2,0.76
2016-01-21,3.2,-15.3,-6.5,0.0,67,7.9,0.87
2016-01-22,-1.4,-10.9,-6.9,0.0,77,10.0,0.68
2016-01-23,-1.8,-10.6,-6.7,0.0,63,6.4,0.77
2016-01-24,-0.4,-14.5,-7.6,0.0,58,7.3,0.89
2016-01-25,2.0,-7.4,-3.3,0.0,70,9.7,0.82
2016-01-26,5.0,-6.8,-1.1,0.5,84,9.2,0.6
2016-01-27,11.1,-3.8,2.1,0.0,84,8.0,1.03
2016-01-28,14.8,-0.7,4.5,0.0,81,9.7,1.3
2016-01-29,13.9,-1.2,5.2,0.0,81,8.4,1.33
2016-01-30,12.3,-0.2,5.6,0.0,81,7.9,1.3
2016-01-31,12.9,-0.1,5.9,0.0,80,6.4,1.19
2016-02-01,13.7,0.6,7.2,0.0,79,13.7,1.16
2016-02-02,17.7,3.0,9.5,0.0,83,8.0,1.53
2016-02-03,17.9,2.7,9.7,0.0,80,7.7,1.53
2016-02-04,14.1,2.4,7.9,4.3,85,12.2,1.16
2016-02-05,3.4,-0.7,1.6,13.0,88,10.0,0.49
2016-02-06,4.3,-8.1,-1.0,0.0,76,15.5,0.95
2016-02-07,4.1,-1.6,0.8,0.0,73,6.9,1.14
2016-02-08,7.0,-0.7,1.9,0.0,79,6.3,1.16
2016-02-09,11.9,-1.7,4.0,0.0,80,6.9,1.47
2016-02-10,8.8,0.6,4.7,0.1,89,10.1,0.64
2016-02-11,11.2,2.0,6.4,3.2,75,13.4,1.46
2016-02-12,11.0,-0.1,5.8,2.8,84,8.1,1.35
2016-02-13,11.3,5.4,7.5,5.1,93,8.0,0.9
2016-02-14,14.9,1.3,7.3,0.0,84,9.1,1.62
2016-02-15,17.3,7.1,11.3,1.5,92,10.2,1.25
2016-02-16,17.3,6.2,11.1,0.0,82,5.4,1.37
2016-02-17,17.3,7.2,11.4,0.0,73,9.5,1.5
2016-02-18,11.6,6.1,8.3,0.0,86,12.2,0.89
2016-02-19,12.9,5.3,8.0,4.1,84,10.5,1.19
2016-02-20,7.6,4.9,6.0,12.1,96,7.2,0.42
2016-02-21,11.5,-0.6,5.7,0.0,75,16.1,1.67
